timestamp, power.draw [W]
2026/07/17 18:03:26.643, 59.76 W
2026/07/17 18:03:27.644, 60.33 W
2026/07/17 18:03:28.644, 60.26 W
2026/07/17 18:03:29.644, 60.30 W
2026/07/17 18:03:30.644, 60.35 W
2026/07/17 18:03:31.644, 60.38 W
2026/07/17 18:03:32.644, 60.55 W
2026/07/17 18:03:33.644, 60.37 W
2026/07/17 18:03:34.644, 59.49 W
2026/07/17 18:03:35.644, 60.27 W
2026/07/17 18:03:36.645, 60.43 W
2026/07/17 18:03:37.645, 59.98 W
2026/07/17 18:03:38.645, 60.63 W
2026/07/17 18:03:39.645, 59.78 W
2026/07/17 18:03:40.645, 59.97 W
2026/07/17 18:03:41.645, 60.31 W
2026/07/17 18:03:42.645, 60.36 W
2026/07/17 18:03:43.646, 60.53 W
2026/07/17 18:03:44.646, 60.88 W
2026/07/17 18:03:45.646, 60.06 W
2026/07/17 18:03:46.646, 59.74 W
2026/07/17 18:03:47.646, 59.83 W
2026/07/17 18:03:48.646, 60.51 W
2026/07/17 18:03:49.646, 60.60 W
2026/07/17 18:03:50.646, 60.50 W
2026/07/17 18:03:51.646, 60.20 W
2026/07/17 18:03:52.647, 59.85 W
2026/07/17 18:03:53.647, 59.94 W
2026/07/17 18:03:54.647, 59.93 W
2026/07/17 18:03:55.647, 59.99 W
2026/07/17 18:03:56.647, 60.34 W
2026/07/17 18:03:57.647, 60.64 W
2026/07/17 18:03:58.647, 60.70 W
2026/07/17 18:03:59.648, 60.12 W
2026/07/17 18:04:00.648, 59.78 W
2026/07/17 18:04:01.648, 59.72 W
2026/07/17 18:04:02.648, 60.34 W
2026/07/17 18:04:03.648, 60.38 W
2026/07/17 18:04:04.648, 60.68 W
2026/07/17 18:04:05.648, 60.03 W
2026/07/17 18:04:06.648, 60.05 W
2026/07/17 18:04:07.648, 60.15 W
2026/07/17 18:04:08.649, 59.54 W
2026/07/17 18:04:09.649, 59.97 W
2026/07/17 18:04:10.649, 59.83 W
2026/07/17 18:04:11.649, 59.90 W
2026/07/17 18:04:12.649, 60.83 W
2026/07/17 18:04:13.649, 60.54 W
2026/07/17 18:04:14.649, 60.14 W
2026/07/17 18:04:15.650, 59.81 W
2026/07/17 18:04:16.650, 59.97 W
2026/07/17 18:04:17.650, 59.79 W
2026/07/17 18:04:18.650, 60.11 W
2026/07/17 18:04:19.650, 60.54 W
2026/07/17 18:04:20.650, 59.96 W
2026/07/17 18:04:21.650, 59.95 W
2026/07/17 18:04:22.650, 60.22 W
2026/07/17 18:04:23.650, 59.89 W
2026/07/17 18:04:24.650, 60.58 W
2026/07/17 18:04:25.651, 60.07 W
2026/07/17 18:04:26.651, 60.24 W
2026/07/17 18:04:27.651, 60.33 W
2026/07/17 18:04:28.651, 59.92 W
2026/07/17 18:04:29.651, 60.59 W
2026/07/17 18:04:30.651, 60.14 W
2026/07/17 18:04:31.651, 60.27 W
2026/07/17 18:04:32.651, 60.50 W
2026/07/17 18:04:33.652, 59.69 W
2026/07/17 18:04:34.652, 60.46 W
2026/07/17 18:04:35.652, 59.94 W
2026/07/17 18:04:36.652, 60.10 W
2026/07/17 18:04:37.652, 60.46 W
2026/07/17 18:04:38.652, 60.15 W
2026/07/17 18:04:39.652, 60.08 W
2026/07/17 18:04:40.652, 60.63 W
2026/07/17 18:04:41.652, 60.15 W
2026/07/17 18:04:42.652, 59.90 W
2026/07/17 18:04:43.653, 60.22 W
2026/07/17 18:04:44.653, 60.29 W
2026/07/17 18:04:45.653, 60.29 W
2026/07/17 18:04:46.653, 60.13 W
2026/07/17 18:04:47.653, 60.28 W
2026/07/17 18:04:48.653, 60.37 W
2026/07/17 18:04:49.653, 60.35 W
2026/07/17 18:04:50.653, 60.12 W
2026/07/17 18:04:51.654, 60.16 W
2026/07/17 18:04:52.654, 60.47 W
2026/07/17 18:04:53.654, 59.94 W
2026/07/17 18:04:54.654, 60.24 W
2026/07/17 18:04:55.654, 60.26 W
2026/07/17 18:04:56.654, 60.16 W
2026/07/17 18:04:57.654, 59.93 W
2026/07/17 18:04:58.655, 60.16 W
2026/07/17 18:04:59.655, 60.26 W
2026/07/17 18:05:00.655, 60.39 W
2026/07/17 18:05:01.655, 60.11 W
2026/07/17 18:05:02.655, 60.35 W
2026/07/17 18:05:03.655, 60.28 W
2026/07/17 18:05:04.655, 60.24 W
2026/07/17 18:05:05.656, 60.18 W
2026/07/17 18:05:06.656, 60.05 W
2026/07/17 18:05:07.656, 60.27 W
2026/07/17 18:05:08.656, 60.31 W
2026/07/17 18:05:09.656, 60.14 W
2026/07/17 18:05:10.656, 59.99 W
2026/07/17 18:05:11.656, 59.96 W
2026/07/17 18:05:12.657, 60.26 W
2026/07/17 18:05:13.657, 59.98 W
2026/07/17 18:05:14.657, 60.31 W
2026/07/17 18:05:15.657, 59.91 W
2026/07/17 18:05:16.657, 59.91 W
2026/07/17 18:05:17.657, 60.13 W
2026/07/17 18:05:18.657, 60.38 W
2026/07/17 18:05:19.658, 60.10 W
2026/07/17 18:05:20.658, 59.72 W
2026/07/17 18:05:21.658, 60.32 W
2026/07/17 18:05:22.658, 60.27 W
2026/07/17 18:05:23.658, 60.14 W
2026/07/17 18:05:24.658, 59.99 W
2026/07/17 18:05:25.658, 60.65 W
2026/07/17 18:05:26.658, 59.67 W
2026/07/17 18:05:27.659, 59.97 W
2026/07/17 18:05:28.659, 60.35 W
2026/07/17 18:05:29.659, 59.96 W
2026/07/17 18:05:30.659, 59.84 W
2026/07/17 18:05:31.659, 60.22 W
2026/07/17 18:05:32.659, 59.89 W
2026/07/17 18:05:33.659, 59.61 W
2026/07/17 18:05:34.659, 60.32 W
2026/07/17 18:05:35.660, 60.29 W
2026/07/17 18:05:36.660, 59.84 W
2026/07/17 18:05:37.660, 60.01 W
2026/07/17 18:05:38.660, 60.15 W
2026/07/17 18:05:39.660, 60.40 W
2026/07/17 18:05:40.660, 59.90 W
2026/07/17 18:05:41.660, 60.12 W
2026/07/17 18:05:42.661, 60.10 W
2026/07/17 18:05:43.661, 60.11 W
2026/07/17 18:05:44.661, 60.23 W
2026/07/17 18:05:45.661, 60.36 W
2026/07/17 18:05:46.661, 59.94 W
2026/07/17 18:05:47.661, 60.09 W
2026/07/17 18:05:48.661, 60.26 W
2026/07/17 18:05:49.661, 59.97 W
2026/07/17 18:05:50.662, 59.76 W
2026/07/17 18:05:51.662, 60.18 W
2026/07/17 18:05:52.662, 60.04 W
2026/07/17 18:05:53.662, 60.28 W
2026/07/17 18:05:54.662, 60.19 W
2026/07/17 18:05:55.662, 60.10 W
2026/07/17 18:05:56.662, 60.12 W
2026/07/17 18:05:57.662, 60.31 W
2026/07/17 18:05:58.662, 60.46 W
2026/07/17 18:05:59.663, 59.98 W
2026/07/17 18:06:00.663, 60.22 W
2026/07/17 18:06:01.663, 60.16 W
2026/07/17 18:06:02.663, 60.01 W
2026/07/17 18:06:03.663, 60.15 W
2026/07/17 18:06:04.663, 60.11 W
2026/07/17 18:06:05.663, 60.02 W
2026/07/17 18:06:06.664, 60.41 W
2026/07/17 18:06:07.664, 59.87 W
2026/07/17 18:06:08.664, 60.17 W
2026/07/17 18:06:09.664, 60.08 W
2026/07/17 18:06:10.664, 60.49 W
2026/07/17 18:06:11.664, 60.32 W
2026/07/17 18:06:12.664, 60.17 W
2026/07/17 18:06:13.665, 59.81 W
2026/07/17 18:06:14.665, 59.95 W
2026/07/17 18:06:15.665, 60.13 W
2026/07/17 18:06:16.665, 60.30 W
2026/07/17 18:06:17.665, 60.10 W
2026/07/17 18:06:18.665, 60.19 W
2026/07/17 18:06:19.665, 60.15 W
2026/07/17 18:06:20.665, 60.14 W
2026/07/17 18:06:21.665, 59.98 W
2026/07/17 18:06:22.666, 60.25 W
2026/07/17 18:06:23.666, 60.16 W
2026/07/17 18:06:24.666, 60.08 W
2026/07/17 18:06:25.666, 60.26 W
2026/07/17 18:06:26.666, 60.08 W
2026/07/17 18:06:27.666, 60.30 W
2026/07/17 18:06:28.666, 60.13 W
2026/07/17 18:06:29.666, 60.38 W
2026/07/17 18:06:30.667, 59.81 W
2026/07/17 18:06:31.667, 59.85 W
2026/07/17 18:06:32.667, 60.26 W
2026/07/17 18:06:33.667, 60.20 W
2026/07/17 18:06:34.667, 60.56 W
2026/07/17 18:06:35.667, 60.24 W
2026/07/17 18:06:36.667, 60.13 W
2026/07/17 18:06:37.667, 59.98 W
2026/07/17 18:06:38.668, 60.06 W
2026/07/17 18:06:39.668, 60.02 W
2026/07/17 18:06:40.668, 59.91 W
2026/07/17 18:06:41.668, 59.93 W
2026/07/17 18:06:42.668, 60.08 W
2026/07/17 18:06:43.668, 59.83 W
2026/07/17 18:06:44.668, 59.91 W
2026/07/17 18:06:45.668, 59.91 W
2026/07/17 18:06:46.668, 60.15 W
2026/07/17 18:06:47.669, 59.89 W
2026/07/17 18:06:48.669, 59.76 W
2026/07/17 18:06:49.669, 59.95 W
2026/07/17 18:06:50.669, 60.00 W
2026/07/17 18:06:51.669, 59.87 W
2026/07/17 18:06:52.669, 59.90 W
2026/07/17 18:06:53.669, 59.80 W
2026/07/17 18:06:54.669, 59.85 W
2026/07/17 18:06:55.670, 59.97 W
2026/07/17 18:06:56.670, 60.05 W
2026/07/17 18:06:57.670, 60.01 W
2026/07/17 18:06:58.670, 60.03 W
2026/07/17 18:06:59.670, 60.07 W
2026/07/17 18:07:00.670, 60.10 W
2026/07/17 18:07:01.670, 59.83 W
2026/07/17 18:07:02.670, 60.53 W
2026/07/17 18:07:03.671, 60.08 W
2026/07/17 18:07:04.671, 60.02 W
2026/07/17 18:07:05.671, 60.28 W
2026/07/17 18:07:06.671, 60.21 W
2026/07/17 18:07:07.671, 60.57 W
2026/07/17 18:07:08.671, 60.40 W
2026/07/17 18:07:09.671, 60.12 W
2026/07/17 18:07:10.672, 60.07 W
2026/07/17 18:07:11.672, 60.33 W
2026/07/17 18:07:12.672, 60.18 W
2026/07/17 18:07:13.672, 60.93 W
2026/07/17 18:07:14.672, 60.04 W
2026/07/17 18:07:15.672, 60.14 W
2026/07/17 18:07:16.672, 60.27 W
2026/07/17 18:07:17.673, 60.17 W
2026/07/17 18:07:18.673, 60.43 W
2026/07/17 18:07:19.673, 60.16 W
2026/07/17 18:07:20.673, 60.24 W
2026/07/17 18:07:21.673, 60.08 W
2026/07/17 18:07:22.673, 60.47 W
2026/07/17 18:07:23.674, 60.27 W
2026/07/17 18:07:24.674, 60.12 W
2026/07/17 18:07:25.674, 60.41 W
2026/07/17 18:07:26.674, 60.12 W
2026/07/17 18:07:27.674, 60.36 W
2026/07/17 18:07:28.674, 60.08 W
2026/07/17 18:07:29.674, 60.33 W
2026/07/17 18:07:30.675, 60.09 W
2026/07/17 18:07:31.675, 60.08 W
2026/07/17 18:07:32.675, 60.32 W
2026/07/17 18:07:33.675, 59.94 W
2026/07/17 18:07:34.675, 59.91 W
2026/07/17 18:07:35.675, 59.99 W
2026/07/17 18:07:36.676, 60.09 W
2026/07/17 18:07:37.676, 60.15 W
2026/07/17 18:07:38.676, 59.70 W
2026/07/17 18:07:39.676, 59.83 W
2026/07/17 18:07:40.676, 59.93 W
2026/07/17 18:07:41.676, 60.07 W
2026/07/17 18:07:42.677, 60.40 W
2026/07/17 18:07:43.677, 60.27 W
2026/07/17 18:07:44.677, 60.22 W
2026/07/17 18:07:45.677, 60.24 W
2026/07/17 18:07:46.677, 59.61 W
2026/07/17 18:07:47.677, 60.04 W
2026/07/17 18:07:48.677, 60.24 W
2026/07/17 18:07:49.677, 60.11 W
2026/07/17 18:07:50.677, 60.08 W
2026/07/17 18:07:51.677, 60.32 W
2026/07/17 18:07:52.678, 60.24 W
2026/07/17 18:07:53.678, 60.15 W
2026/07/17 18:07:54.678, 59.60 W
2026/07/17 18:07:55.678, 60.19 W
2026/07/17 18:07:56.678, 60.19 W
2026/07/17 18:07:57.678, 60.22 W
2026/07/17 18:07:58.678, 60.69 W
2026/07/17 18:07:59.678, 60.17 W
2026/07/17 18:08:00.678, 60.35 W
2026/07/17 18:08:01.679, 60.25 W
2026/07/17 18:08:02.679, 60.19 W
2026/07/17 18:08:03.679, 60.05 W
2026/07/17 18:08:04.679, 60.39 W
2026/07/17 18:08:05.679, 60.49 W
2026/07/17 18:08:06.679, 60.18 W
2026/07/17 18:08:07.679, 60.18 W
2026/07/17 18:08:08.679, 60.06 W
2026/07/17 18:08:09.680, 60.01 W
2026/07/17 18:08:10.680, 60.05 W
2026/07/17 18:08:11.680, 60.41 W
2026/07/17 18:08:12.680, 60.36 W
2026/07/17 18:08:13.680, 60.32 W
2026/07/17 18:08:14.680, 60.24 W
2026/07/17 18:08:15.680, 60.10 W
2026/07/17 18:08:16.681, 60.41 W
2026/07/17 18:08:17.681, 60.05 W
2026/07/17 18:08:18.681, 60.30 W
2026/07/17 18:08:19.681, 59.94 W
2026/07/17 18:08:20.681, 60.01 W
2026/07/17 18:08:21.681, 59.54 W
2026/07/17 18:08:22.681, 59.86 W
2026/07/17 18:08:23.682, 60.18 W
2026/07/17 18:08:24.682, 60.21 W
2026/07/17 18:08:25.682, 60.33 W
2026/07/17 18:08:26.682, 60.15 W
2026/07/17 18:08:27.682, 59.99 W
2026/07/17 18:08:28.682, 60.39 W
2026/07/17 18:08:29.682, 60.08 W
2026/07/17 18:08:30.682, 60.11 W
2026/07/17 18:08:31.682, 60.16 W
2026/07/17 18:08:32.683, 60.15 W
2026/07/17 18:08:33.683, 60.18 W
2026/07/17 18:08:34.683, 60.35 W
2026/07/17 18:08:35.683, 60.35 W
2026/07/17 18:08:36.683, 60.24 W
2026/07/17 18:08:37.683, 60.38 W
2026/07/17 18:08:38.683, 60.10 W
2026/07/17 18:08:39.684, 60.21 W
2026/07/17 18:08:40.684, 59.85 W
2026/07/17 18:08:41.684, 59.95 W
2026/07/17 18:08:42.684, 60.19 W
2026/07/17 18:08:43.684, 60.29 W
2026/07/17 18:08:44.684, 60.54 W
2026/07/17 18:08:45.684, 60.10 W
2026/07/17 18:08:46.684, 60.16 W
2026/07/17 18:08:47.685, 60.24 W
2026/07/17 18:08:48.685, 60.17 W
2026/07/17 18:08:49.685, 59.93 W
2026/07/17 18:08:50.685, 59.68 W
2026/07/17 18:08:51.685, 60.14 W
2026/07/17 18:08:52.685, 60.34 W
2026/07/17 18:08:53.685, 60.05 W
2026/07/17 18:08:54.685, 60.41 W
2026/07/17 18:08:55.686, 60.00 W
2026/07/17 18:08:56.686, 60.34 W
2026/07/17 18:08:57.686, 60.39 W
2026/07/17 18:08:58.686, 60.03 W
2026/07/17 18:08:59.686, 60.36 W
2026/07/17 18:09:00.686, 60.18 W
2026/07/17 18:09:01.686, 60.30 W
2026/07/17 18:09:02.686, 60.44 W
2026/07/17 18:09:03.687, 60.31 W
2026/07/17 18:09:04.687, 60.10 W
2026/07/17 18:09:05.687, 60.12 W
2026/07/17 18:09:06.687, 60.08 W
2026/07/17 18:09:07.687, 60.27 W
2026/07/17 18:09:08.687, 60.46 W
2026/07/17 18:09:09.687, 60.41 W
2026/07/17 18:09:10.688, 60.13 W
2026/07/17 18:09:11.688, 59.95 W
2026/07/17 18:09:12.688, 59.79 W
2026/07/17 18:09:13.688, 60.10 W
2026/07/17 18:09:14.688, 60.19 W
2026/07/17 18:09:15.688, 60.04 W
2026/07/17 18:09:16.688, 60.13 W
2026/07/17 18:09:17.688, 60.15 W
2026/07/17 18:09:18.689, 60.40 W
2026/07/17 18:09:19.689, 60.36 W
2026/07/17 18:09:20.689, 60.12 W
2026/07/17 18:09:21.689, 60.35 W
2026/07/17 18:09:22.689, 60.11 W
2026/07/17 18:09:23.689, 60.32 W
2026/07/17 18:09:24.689, 60.15 W
2026/07/17 18:09:25.689, 60.32 W
2026/07/17 18:09:26.690, 60.21 W
2026/07/17 18:09:27.690, 60.25 W
2026/07/17 18:09:28.690, 60.15 W
2026/07/17 18:09:29.690, 59.94 W
2026/07/17 18:09:30.690, 60.17 W
2026/07/17 18:09:31.690, 60.18 W
2026/07/17 18:09:32.690, 60.04 W
2026/07/17 18:09:33.691, 59.89 W
2026/07/17 18:09:34.691, 59.98 W
2026/07/17 18:09:35.691, 60.09 W
2026/07/17 18:09:36.691, 60.26 W
2026/07/17 18:09:37.691, 60.42 W
2026/07/17 18:09:38.692, 60.32 W
2026/07/17 18:09:39.692, 60.29 W
2026/07/17 18:09:40.692, 60.04 W
2026/07/17 18:09:41.692, 60.29 W
2026/07/17 18:09:42.692, 60.19 W
2026/07/17 18:09:43.692, 60.46 W
2026/07/17 18:09:44.692, 60.17 W
2026/07/17 18:09:45.693, 60.18 W
2026/07/17 18:09:46.693, 60.34 W
2026/07/17 18:09:47.693, 60.17 W
2026/07/17 18:09:48.693, 60.46 W
2026/07/17 18:09:49.693, 60.13 W
2026/07/17 18:09:50.693, 60.31 W
2026/07/17 18:09:51.693, 60.60 W
2026/07/17 18:09:52.693, 60.21 W
2026/07/17 18:09:53.694, 60.38 W
2026/07/17 18:09:54.694, 59.97 W
2026/07/17 18:09:55.694, 60.27 W
2026/07/17 18:09:56.694, 60.19 W
2026/07/17 18:09:57.694, 60.17 W
2026/07/17 18:09:58.694, 60.20 W
2026/07/17 18:09:59.694, 60.08 W
2026/07/17 18:10:00.695, 60.28 W
2026/07/17 18:10:01.695, 60.18 W
2026/07/17 18:10:02.695, 59.97 W
2026/07/17 18:10:03.695, 60.12 W
2026/07/17 18:10:04.695, 60.24 W
2026/07/17 18:10:05.695, 60.19 W
2026/07/17 18:10:06.695, 54.35 W
2026/07/17 18:10:07.696, 60.70 W
2026/07/17 18:10:08.696, 59.80 W
2026/07/17 18:10:09.696, 60.96 W
2026/07/17 18:10:10.696, 60.23 W
2026/07/17 18:10:11.696, 60.17 W
2026/07/17 18:10:12.696, 59.90 W
2026/07/17 18:10:13.696, 59.64 W
2026/07/17 18:10:14.697, 59.71 W
2026/07/17 18:10:15.697, 60.50 W
2026/07/17 18:10:16.697, 59.86 W
2026/07/17 18:10:17.697, 60.29 W
2026/07/17 18:10:18.697, 60.61 W
2026/07/17 18:10:19.697, 59.83 W
2026/07/17 18:10:20.697, 60.55 W
2026/07/17 18:10:21.697, 59.90 W
2026/07/17 18:10:22.698, 59.39 W
2026/07/17 18:10:23.698, 60.43 W
2026/07/17 18:10:24.698, 60.14 W
2026/07/17 18:10:25.698, 60.21 W
2026/07/17 18:10:26.698, 59.84 W
2026/07/17 18:10:27.698, 60.83 W
2026/07/17 18:10:28.698, 59.99 W
2026/07/17 18:10:29.698, 60.04 W
2026/07/17 18:10:30.699, 60.65 W
2026/07/17 18:10:31.699, 60.13 W
2026/07/17 18:10:32.699, 60.18 W
2026/07/17 18:10:33.699, 60.22 W
2026/07/17 18:10:34.699, 60.04 W
2026/07/17 18:10:35.699, 60.27 W
2026/07/17 18:10:36.699, 60.42 W
2026/07/17 18:10:37.699, 60.31 W
2026/07/17 18:10:38.700, 59.96 W
2026/07/17 18:10:39.700, 60.10 W
2026/07/17 18:10:40.700, 60.03 W
2026/07/17 18:10:41.700, 59.26 W
2026/07/17 18:10:42.700, 59.61 W
2026/07/17 18:10:43.700, 60.25 W
2026/07/17 18:10:44.700, 59.83 W
2026/07/17 18:10:45.701, 60.21 W
2026/07/17 18:10:46.701, 60.43 W
2026/07/17 18:10:47.701, 60.02 W
2026/07/17 18:10:48.701, 60.27 W
2026/07/17 18:10:49.701, 60.34 W
2026/07/17 18:10:50.701, 60.17 W
2026/07/17 18:10:51.701, 60.17 W
2026/07/17 18:10:52.701, 60.41 W
2026/07/17 18:10:53.701, 59.97 W
2026/07/17 18:10:54.702, 59.92 W
2026/07/17 18:10:55.702, 60.20 W
2026/07/17 18:10:56.702, 60.29 W
2026/07/17 18:10:57.702, 59.97 W
2026/07/17 18:10:58.702, 60.05 W
2026/07/17 18:10:59.702, 60.18 W
2026/07/17 18:11:00.702, 60.24 W
2026/07/17 18:11:01.702, 60.23 W
2026/07/17 18:11:02.703, 60.29 W
2026/07/17 18:11:03.703, 60.15 W
2026/07/17 18:11:04.703, 60.21 W
2026/07/17 18:11:05.703, 60.10 W
2026/07/17 18:11:06.703, 60.49 W
2026/07/17 18:11:07.703, 60.24 W
2026/07/17 18:11:08.703, 60.36 W
2026/07/17 18:11:09.704, 60.19 W
2026/07/17 18:11:10.704, 60.13 W
2026/07/17 18:11:11.704, 60.13 W
2026/07/17 18:11:12.704, 60.05 W
2026/07/17 18:11:13.704, 59.90 W
2026/07/17 18:11:14.704, 59.64 W
2026/07/17 18:11:15.704, 60.13 W
2026/07/17 18:11:16.704, 60.72 W
2026/07/17 18:11:17.705, 60.24 W
2026/07/17 18:11:18.705, 59.82 W
2026/07/17 18:11:19.705, 60.41 W
2026/07/17 18:11:20.705, 60.30 W
2026/07/17 18:11:21.705, 60.20 W
2026/07/17 18:11:22.705, 59.87 W
2026/07/17 18:11:23.705, 59.89 W
2026/07/17 18:11:24.706, 60.42 W
2026/07/17 18:11:25.706, 60.28 W
2026/07/17 18:11:26.706, 59.62 W
2026/07/17 18:11:27.706, 60.32 W
2026/07/17 18:11:28.706, 60.48 W
2026/07/17 18:11:29.706, 59.72 W
2026/07/17 18:11:30.706, 60.01 W
2026/07/17 18:11:31.706, 60.01 W
2026/07/17 18:11:32.707, 60.39 W
2026/07/17 18:11:33.707, 60.16 W
2026/07/17 18:11:34.707, 59.89 W
2026/07/17 18:11:35.707, 60.26 W
2026/07/17 18:11:36.707, 60.37 W
2026/07/17 18:11:37.707, 60.07 W
2026/07/17 18:11:38.707, 60.14 W
2026/07/17 18:11:39.708, 60.21 W
2026/07/17 18:11:40.708, 60.37 W
2026/07/17 18:11:41.708, 60.03 W
2026/07/17 18:11:42.708, 60.28 W
2026/07/17 18:11:43.708, 60.23 W
2026/07/17 18:11:44.708, 60.10 W
2026/07/17 18:11:45.708, 60.18 W
2026/07/17 18:11:46.708, 60.22 W
2026/07/17 18:11:47.708, 60.26 W
2026/07/17 18:11:48.709, 60.19 W
2026/07/17 18:11:49.709, 60.46 W
2026/07/17 18:11:50.709, 60.21 W
2026/07/17 18:11:51.709, 60.13 W
2026/07/17 18:11:52.709, 60.09 W
2026/07/17 18:11:53.709, 60.25 W
2026/07/17 18:11:54.709, 60.31 W
2026/07/17 18:11:55.710, 60.01 W
2026/07/17 18:11:56.710, 59.97 W
2026/07/17 18:11:57.710, 60.29 W
2026/07/17 18:11:58.710, 60.22 W
2026/07/17 18:11:59.710, 60.16 W
2026/07/17 18:12:00.710, 60.25 W
2026/07/17 18:12:01.710, 59.98 W
2026/07/17 18:12:02.710, 60.15 W
2026/07/17 18:12:03.711, 60.03 W
2026/07/17 18:12:04.711, 60.33 W
2026/07/17 18:12:05.711, 60.33 W
2026/07/17 18:12:06.711, 60.17 W
2026/07/17 18:12:07.711, 60.24 W
2026/07/17 18:12:08.711, 60.06 W
2026/07/17 18:12:09.711, 60.34 W
2026/07/17 18:12:10.711, 60.24 W
2026/07/17 18:12:11.712, 60.24 W
2026/07/17 18:12:12.712, 60.22 W
2026/07/17 18:12:13.712, 60.31 W
2026/07/17 18:12:14.712, 60.20 W
2026/07/17 18:12:15.712, 60.22 W
2026/07/17 18:12:16.712, 60.13 W
2026/07/17 18:12:17.712, 60.12 W
2026/07/17 18:12:18.712, 60.14 W
2026/07/17 18:12:19.712, 59.89 W
2026/07/17 18:12:20.712, 59.97 W
2026/07/17 18:12:21.712, 60.18 W
2026/07/17 18:12:22.713, 60.17 W
2026/07/17 18:12:23.713, 60.24 W
2026/07/17 18:12:24.713, 59.79 W
2026/07/17 18:12:25.713, 60.29 W
2026/07/17 18:12:26.713, 60.18 W
2026/07/17 18:12:27.713, 60.07 W
2026/07/17 18:12:28.713, 60.41 W
2026/07/17 18:12:29.713, 59.84 W
2026/07/17 18:12:30.713, 60.07 W
2026/07/17 18:12:31.713, 59.99 W
2026/07/17 18:12:32.713, 60.02 W
2026/07/17 18:12:33.714, 59.98 W
2026/07/17 18:12:34.714, 60.01 W
2026/07/17 18:12:35.714, 60.10 W
2026/07/17 18:12:36.714, 59.80 W
2026/07/17 18:12:37.714, 60.00 W
2026/07/17 18:12:38.714, 59.75 W
2026/07/17 18:12:39.714, 60.05 W
2026/07/17 18:12:40.714, 59.83 W
2026/07/17 18:12:41.714, 59.90 W
2026/07/17 18:12:42.714, 59.86 W
2026/07/17 18:12:43.714, 60.10 W
2026/07/17 18:12:44.714, 59.77 W
2026/07/17 18:12:45.715, 59.98 W
2026/07/17 18:12:46.715, 59.68 W
2026/07/17 18:12:47.715, 59.88 W
2026/07/17 18:12:48.715, 60.00 W
2026/07/17 18:12:49.715, 60.40 W
2026/07/17 18:12:50.715, 59.87 W
2026/07/17 18:12:51.715, 59.89 W
2026/07/17 18:12:52.715, 60.22 W
2026/07/17 18:12:53.716, 60.04 W
2026/07/17 18:12:54.716, 60.10 W
2026/07/17 18:12:55.716, 59.86 W
2026/07/17 18:12:56.716, 60.21 W
2026/07/17 18:12:57.716, 60.79 W
2026/07/17 18:12:58.716, 60.06 W
2026/07/17 18:12:59.716, 60.39 W
2026/07/17 18:13:00.716, 60.55 W
2026/07/17 18:13:01.716, 60.97 W
2026/07/17 18:13:02.716, 60.24 W
2026/07/17 18:13:03.717, 60.23 W
2026/07/17 18:13:04.717, 60.10 W
2026/07/17 18:13:05.717, 60.42 W
2026/07/17 18:13:06.717, 60.57 W
2026/07/17 18:13:07.717, 59.78 W
2026/07/17 18:13:08.717, 60.10 W
2026/07/17 18:13:09.717, 60.11 W
2026/07/17 18:13:10.717, 60.19 W
2026/07/17 18:13:11.718, 60.40 W
2026/07/17 18:13:12.718, 60.00 W
2026/07/17 18:13:13.718, 60.22 W
2026/07/17 18:13:14.718, 60.46 W
2026/07/17 18:13:15.718, 60.19 W
2026/07/17 18:13:16.718, 60.33 W
2026/07/17 18:13:17.718, 60.25 W
2026/07/17 18:13:18.718, 59.44 W
2026/07/17 18:13:19.718, 59.49 W
2026/07/17 18:13:20.718, 60.08 W
2026/07/17 18:13:21.719, 60.33 W
2026/07/17 18:13:22.719, 60.15 W
2026/07/17 18:13:23.719, 59.63 W
2026/07/17 18:13:24.719, 60.21 W
2026/07/17 18:13:25.719, 60.48 W
2026/07/17 18:13:26.719, 60.14 W
2026/07/17 18:13:27.719, 60.34 W
2026/07/17 18:13:28.720, 60.19 W
2026/07/17 18:13:29.720, 60.34 W
2026/07/17 18:13:30.720, 60.20 W
2026/07/17 18:13:31.720, 60.01 W
2026/07/17 18:13:32.720, 60.34 W
2026/07/17 18:13:33.720, 60.25 W
2026/07/17 18:13:34.720, 60.22 W
2026/07/17 18:13:35.720, 60.40 W
2026/07/17 18:13:36.720, 60.11 W
2026/07/17 18:13:37.721, 59.91 W
2026/07/17 18:13:38.721, 60.29 W
2026/07/17 18:13:39.721, 60.33 W
2026/07/17 18:13:40.721, 60.02 W
2026/07/17 18:13:41.721, 60.31 W
2026/07/17 18:13:42.721, 60.05 W
2026/07/17 18:13:43.721, 60.10 W
2026/07/17 18:13:44.721, 60.01 W
2026/07/17 18:13:45.722, 60.41 W
2026/07/17 18:13:46.722, 60.15 W
2026/07/17 18:13:47.722, 60.17 W
2026/07/17 18:13:48.722, 60.28 W
2026/07/17 18:13:49.722, 60.24 W
2026/07/17 18:13:50.722, 60.27 W
2026/07/17 18:13:51.722, 60.20 W
2026/07/17 18:13:52.723, 60.65 W
2026/07/17 18:13:53.723, 60.45 W
2026/07/17 18:13:54.723, 59.90 W
2026/07/17 18:13:55.723, 60.13 W
2026/07/17 18:13:56.723, 60.20 W
2026/07/17 18:13:57.723, 60.14 W
2026/07/17 18:13:58.723, 60.36 W
2026/07/17 18:13:59.724, 60.27 W
2026/07/17 18:14:00.724, 60.32 W
